1,0.25,0.25,12.782916,0.139786,0.251500,nan
1,0.25,0.5,11.846352,0.136136,0.269900,nan
1,0.25,0.75,11.946403,0.137554,0.249300,nan
1,0.5,0.25,12.162613,0.137417,0.315600,nan
1,0.5,0.5,12.063107,0.133343,0.339300,nan
1,0.5,0.75,12.252888,0.135488,0.305200,nan
1,0.75,0.25,12.063934,0.136199,0.376400,nan
1,0.75,0.5,12.082741,0.136827,0.394300,nan
1,0.75,0.75,12.028789,0.133198,0.384800,nan
1,1,0.25,11.976936,0.134663,0.399200,nan
1,1,0.5,13.572652,0.135069,0.371600,nan
1,1,0.75,12.125636,0.136074,0.356200,nan
10,0.25,0.25,11.863519,0.347449,0.253200,1.075152
10,0.25,0.5,12.058119,0.347746,0.262200,1.082789
10,0.25,0.75,11.961453,0.360606,0.280200,0.981134
10,0.5,0.25,12.421404,0.356692,0.273900,1.134494
10,0.5,0.5,11.905320,0.351429,0.332900,1.206897
10,0.5,0.75,12.080329,0.347087,0.289400,1.304304
10,0.75,0.25,12.278876,0.356376,0.404300,1.127324
10,0.75,0.5,12.253880,0.343164,0.369400,1.298495
10,0.75,0.75,11.934886,0.347204,0.405800,1.390993
10,1,0.25,12.152435,0.355274,0.406800,1.080826
10,1,0.5,12.062695,0.349768,0.329500,1.076088
10,1,0.75,12.731339,0.352332,0.356300,1.169962
30,0.25,0.25,11.851429,0.832019,0.269200,0.983328
30,0.25,0.5,11.884673,0.810034,0.282500,1.000098
30,0.25,0.75,12.004738,0.837609,0.258000,1.004640
30,0.5,0.25,11.991510,0.814194,0.291300,1.179905
30,0.5,0.5,12.166762,0.849677,0.263700,1.325419
30,0.5,0.75,12.641512,0.814756,0.300100,1.242203
30,0.75,0.25,12.402804,0.813870,0.373200,1.171337
30,0.75,0.5,12.701377,0.806071,0.390200,1.361219
30,0.75,0.75,12.101850,0.804608,0.379900,1.435043
30,1,0.25,12.537424,0.848453,0.349700,1.023915
30,1,0.5,12.578735,0.807192,0.340400,1.143622
30,1,0.75,12.331856,0.800105,0.348900,1.216966
50,0.25,0.25,11.836917,1.271592,0.286800,1.136690
50,0.25,0.5,12.158899,1.338785,0.261000,1.084674
50,0.25,0.75,12.102947,1.350836,0.271800,0.950234
50,0.5,0.25,11.974788,1.345599,0.315000,1.163022
50,0.5,0.5,12.056132,1.319753,0.316000,1.260753
