1,1,10.584187,0.141626,0.341900,nan
1,0.75,8.401719,0.135852,0.398000,nan
1,0.5,6.471818,0.132662,0.346500,nan
1,0.25,4.252793,0.144255,0.098200,nan
5,1,28.322592,0.153487,0.433300,1.490439
5,0.75,23.422211,0.152474,0.426700,1.434002
5,0.5,18.653205,0.154221,0.434000,1.252333
5,0.25,11.354051,0.151250,0.409900,1.570396
7,1,34.462060,0.158927,0.374300,1.725735
7,0.75,31.794732,0.153160,0.427100,1.206211
7,0.5,24.852035,0.157962,0.435300,1.437987
7,0.25,16.529450,0.154470,0.411100,1.003883
10,1,47.587117,0.175950,0.415300,1.443391
10,0.75,63.307358,0.161518,0.435800,1.417056
10,0.5,60.478128,0.163078,0.405400,1.222021
10,0.25,37.740782,0.158890,0.424400,1.183559
15,1,70.754855,0.181017,0.322200,1.433037
